Labels,URLs
legitimate,https://www.comhem.se/kundservice/tv-och-play/streama-till-din-tv-hub-via-den-inbyggda-chromecasten
phishing,http://gadprtho.gob.ec/site/components/com_wrapper/index.php
legitimate,https://www.dimmi.com.au/profile/34478
legitimate,https://bluehost.in/web-hosting/wordpress.php?a_aid=488d8343&a_bid=1537a23c
phishing,http://medianit.in/login/login.srf.htm
legitimate,https://www.joelosteen.com/events/anightofhope/newyorkny2009/pages/newyorkny2009.aspx
phishing,http://www.secure.paypal.com.id.0652265.webscr.update.res-cmdlogin.numberid69865332205md5de998d62gt6ty3c1d6e0339660255036dfr.country.timeset5354298.taros.elegance.bg/71918010c9cdcc362b523fc6edcb60ec/
phishing,http://www.fuerstenbrunn.at/wp-content/uploads/2011/15/
legitimate,https://uroweb.org/registration/visa-requirements/
phishing,http://brianrosenbergpromotions.com/securite/b436b8645691e57e08792897b8e0c961/index.php?cmd=_login-submit&dispatch=5885d80a13c0db1f444346778e263663d3faee8d4b3d02051cb40a5393d96fec50118c72247443k542589097436652323a6876867c435345767923344f379024678736d693123b580897526c435345767923344f379024678736d693123b580893663d3faee8d4b3d02051cb40a5393d96fec50118c722
legitimate,https://www.cumbria.ac.uk/study/courses/undergraduate/criminology-with-law/
phishing,http://linweb.atlas.pipex.net/~bancoposteonlines@bancoposteonlines.com/bpol/bancoposta/index.php?MfcISAPICommand=SignInFPP&UsingSSL=1&email=&userid=
phishing,http://premiofurninevado.es.tl/
legitimate,https://www.aans.org/annual-scientific-meeting/2019/online-program/searchresults?eventid=48888&term1=tumor&term2=null&term3=null&term4=null&term5=null&term6=
legitimate,http://ccoo.cn/ypinfo-703504.html
phishing,http://paypal.com.ca.cgi.bin.webscr.cmd.flow.session.jygoruelgb7bcvedmzy9hbvdb6mygtrznnuozvsjuz885d82636630.emeraldbaystatepark.org/3037E2635425W63G805558/d9d1066381864ae8571368413ec6ca05/HomePageSignOnNoFlash.php?Success.Username.ISO.CMD
phishing,http://www.mocea-clothing.com/assets/export/www.hsbc.co.uk/1/2/HSBCINTEGRATION/CAM10/jsessionid=0000AYvh_wjCvq2cEz/0Tn33pC11j5bgs6c-IDV_URL-Confirm/hsbclogonform.php
legitimate,https://mlab.com/azure/
phishing,http://68.146.113.164/action
legitimate,https://www.cartoonnetwork.com/video/unlocked/the-fight-episode.html
legitimate,https://www.yapikredi.com.tr/sinirsiz-bankacilik/hatirlatma-ve-bilgi-servisleri/akilli-asistan
legitimate,http://www.pep.com.cn/products/jf/zhxxjf/ywxkjf/201805/t20180504_1924186.shtml
phishing,http://tibonjudanconsulting.com/5407814489/1432583285194/index2.php
legitimate,https://www.routefifty.com/management/2018/11/amazon-hq2-rejected-cities-announcment/152848/?oref=rf-rail-dont-miss-post
legitimate,https://www.dakno.com/jobs.php
legitimate,"https://websites.ca/search?q=rust%20proofing%20and%20corrosion%20control&loc=saint%20jacobs,%20ontario"
phishing,http://www.cnhedge.cn/js/index.htm?http://us.battle.net/login/en/?ref=http://inuyylwus.battle.net/d3/en/index&app=com-d3
phishing,http://www.oraktech.com/vass/trans/transf.html
phishing,http://hildegardhogebos.nl/webmaster.php
phishing,http://3389349870:82/signin.ebay.com/reg.php
legitimate,https://www.txxx.com/videos/31130/donna-red-05/
phishing,http://www.winpopup.site/fr/index.html
phishing,http://www.geocities.ws/cchackers_inc/login.html
phishing,http://solutionmobileapplacation.net/reseausfrparticuliers/e71ea2a908002d7dce5f6a7ece215550/spg.php?rnv=026&intid=dd781d359230b7a8fd2bd33e9c988e90
phishing,http://jhgnsoz.findproperty.biz/
legitimate,https://www.paulmccartney.com/albums/songs/not-such-bad-boy
phishing,http://uspssi.isaihost.com/ups/Label.html
legitimate,https://www.namepros.com/threads/1019688/
legitimate,http://scifiwire.com/2010/04/star-wars-star-trek-9-oth.php
legitimate,https://www.tierpoint.com/knowledge-center/webinars/?id=343396
legitimate,http://www.fnnews.com/view?ra=sent1201m_view&corp=fnnews&arcid=201302160100135430007694&cdateyear=2013&cdatemonth=02&cdateday=15
phishing,http://importarmas.com/modules/mod_feed/Alibaba.html?biz_type=Notifica
phishing,http://wellsfargoonline.t35.com/
legitimate,https://www.intrahealth.org/people/lucy-mphuru
phishing,http://www.earthskyus.org/2018/update/security_update/index.php?q=http
legitimate,https://nacto.org/publication/transit-street-design-guide/transit-lanes-transitways/transitways/center-transitway/
legitimate,https://www.register.it/domains/tld/soccer
legitimate,https://www.fireengineering.com/links.html
legitimate,https://www.steinmart.com/product/sydney+pump+4062410.do
phishing,http://update.paypal.com.login.theartglassfactory.com/9cbad8bbbf02878b7c544b1f1fb39f2f/
legitimate,https://www.gsi.de/en/work/research/nustarenna/nustarenna_divisions/she_physik/research/super_heavy_elements/element_110.htm
phishing,http://cafenocturna.es/images/.hidden/.natwest.pl
phishing,http://business-eb.client13876839-form.bbt.com.filde.io/clients/form/b_form.jsp
legitimate,https://free3d.com/3d-model/roof-vents-bundle-7915.html
phishing,http://appleid.apple.com.dinamic-apple-id-session34588.uppdtn.com/NjQ2NWRlZjk0NWE1ZGEyZmVjNWM4MTBiNTUzMzEyZGJkNTAxNjg4Yg=http:/appleid.apple.com.dinamic-apple-id-session34342.uppdtn.com/OTFkNmEwMzY1YmZiZTZhZTBkMDYwNDZhY2UwZTBmZjQ5MzZiNzA2Zg=https:/updaten-itunapp.com/.apleid.apple.com/index.php?id7724f48aa0894ffce731497a348df7c
legitimate,http://www.lavozdegalicia.es/noticia/coruna/2008/05/09/0003_6803273.htm
legitimate,http://www.discover-lux.lu/pastevent/discover-luxembourg-by-foot-2015/
legitimate,https://www.akingump.com/en/news-insights/cfius-and-firrma-what-you-need-to-know.html
legitimate,http://chime.in/user/koushik.majumder.18/chime/274933798111776768
phishing,http://www.insidersecretsclub.com/1000k/paypal/
legitimate,https://prozorro.gov.ua/tender/ua-2018-01-02-000410-b
legitimate,http://www.minorleaguebaseball.com/pagetemplate/team_league.asp?pageid=183
legitimate,https://www.nrcan.gc.ca/media-room/advisory/2011-01-24/colwood-clean-energy/1365
legitimate,https://detoxinista.com/wp-content/uploads/2018/05/healthy-instant-pot-recipes-1.jpg
phishing,http://mon-compte.info/www.paypal.fr/cgi-bin/webscrcmd%3D_login-run/webscrcmd%3D_account-run/updates-paypal/confirm-paypal/
legitimate,http://gracebaptist-online.com/making-disciples-who-will-make-disciples/
legitimate,https://www.ulta.com/facestudio-blender?productid=xlsimpprod17161531
legitimate,https://www.nvsay.com/ent/news/171605.html
legitimate,http://www.ekhn.de/aktuell/detailmagazin/news/promis-zeigen-gesicht-gegen-rassismus.html
phishing,http://sparkzsolutions.com/sms/sam/index.html
phishing,http://www.emailcontrolemarktplaats.com/
phishing,http://updateyouraccountinfo.altervista.org/support.update.center/c3dce0fac76b63039d92f48c5590bf07/?cmd=_home&dispatch=bba0f013d5289a39ba31355fd9966ba9bba0f013d5289a39ba31355fd9966ba9
legitimate,https://recruitmilitary.com/resources/search-employ/veteran-employee-story-russ-hierl-2/
legitimate,https://www.euromoneyplc.com/media/files/omd/em-plc/announcements/abf-press-release-finalversion-mar28-2006.doc
phishing,http://www.wachovia-message-center-alert.com/
phishing,http://weblearn.ox.ac.raae.cf/portal/login2RT2VuKZnMgE82mRvej9TNQF3zDiTsfDZCoxZPzOdRZyVeKvXHxuuGD82ysGwNrEo87xioqyv2tR2Tk2udt9Q40vGUlACa2GXI6LMGVbbeoKqbu3SiC2FLYUAc1ou/
phishing,http://pelatihan-breveta.com/Fr/
phishing,http://apple.com.itunes-login-information-proceed-now-step-one-go1.chapadaexplorer.com.br/Apple/c8435358af66bb9cabf6e611b6b072b4
legitimate,https://www.laopiniondemurcia.es/murcia/2018/06/14/rata-paseo-nocturno-centro-murcia/930640.html
phishing,http://www.alcom.ax/administrator/modules/dir/6cadcbfbbbc5797221d9335806d2286a/
phishing,http://edumark.ase.ro/RePEc/rmko/4/abc/index.php
phishing,http://ns2.crameem.com/ack/info_ip/login.php?rand
phishing,http://appleid.apple.com-subscriptions.manager531258414.nr23932.biz/id/dk/login.php
phishing,http://programinglessons.com/wp-content/themes/extrem/1/suntrust/index.php
legitimate,https://gtnr.it/2hi6cj4
legitimate,http://www.rigelgroupllc.com/blog/categories/devops/
legitimate,https://certified-senders.org/de/document/when-is-a-declaration-of-consent-sufficiently-concrete/
phishing,http://paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5105241541858541524185418541854104524158223298.harmoniehomeinteriors.co.uk/41d0dcaca1b12add560562504e34c950/webscr.php?webscr?cmd=_account&nav=0.0
phishing,http://uc-paypol.co.uk/
phishing,http://csr.ebay.asmodeiproductions.com/e89a65845092e63badb57c26bfacd9bc/8f23ff54df6ba288967651b9273bd8f2/?pagein=http://www.ebay.com/itm/200942010334?ru=http://www.ebay.com/sch/i.html?_from=R40&_sacat=0&_nkw=261164572330&_rdc=1
legitimate,https://www.aspdotnetstorefront.com/t-gdprpolicy.aspx
legitimate,https://www.clinicaladvisor.com/home/decision-support-in-medicine/hospital-medicine/palliative-care-non-pain-management/
phishing,http://www.unoagency.com/pp/pessina%40hotmail.it/it/webapps/mpp/home/index.htm
phishing,https://reforme-dommage.com/vb/
legitimate,https://www.relay.fm/shows/inquisitive/page/2
phishing,http://paypal-login.com.ssl.bernardcaballero.com/da3bff86b3460b6b8b59c43ffce37c1f/
legitimate,https://www.lakesregion.org/christmas-at-canterbury/
legitimate,http://www.thedartmouth.com/article/2013/02/glee-club-branches-out-in-candide-comic-operetta
phishing,http://12.164.16.166/~fr0sted/signin.ebay.com/.ws/eBayISAPI.dll.php?SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runame=&ruparams=&ruproduct=&sid=&favoritenav=&migrateVisitor
legitimate,http://www.isaserver.org/articles/isa2004_accessrules.html
phishing,http://www.creativelycracked.com/logins.html
legitimate,https://www.sunfrog.com/gaynstead-high-school--its-where-my-story-begins-royalblue-hoodie.html?59559&gay
phishing,http://www.i-m.co/host/security
legitimate,https://www.etherchain.org/tx/7b2220de11de1b8340bdad41795da6efbb7057cb118dece2a3e0af935c115580
phishing,http://www.bankofamerica.com.museumhotelathens.com/ne/c/ind.html
legitimate,https://skoll.org/wp-login.php?redirect_to=http%3a%2f%2fskoll.org%2forganization%2fimazon%2f
legitimate,https://www.nuernberger.de/solty/
phishing,http://stsgroupbd.com/aug/ee/secure/cmd-login=f64232e53a5a12296f43f43d22797910/
phishing,http://ingbankupdaten.altervista.org/index.html
phishing,http://sparkasse.de.carry1954.cn/kundendienst/anfang.cgi?id=747163338333568518876573587353274691768405081478003771827950788
legitimate,http://www.lakartidningen.se/store/articlepdf/8/8219/lkt0748s3691_3694.pdf
phishing,http://www.conversazioneconostad.it/PP_det.html
legitimate,http://www.madamcjwalker.com/bios/
legitimate,https://www.kvbawue.de/presse/pressemitteilungen/aktuelle-pressemitteilungen
legitimate,https://paultan.org/2014/12/08/volvo-v40-sports-edition-the-t5-adds-on-a-rm10k-pack/volvo-v40-sports-edition-26/
legitimate,http://www.lirmm.fr/recherche/departements/mic/themes-de-recherche/adaptation-resilience
legitimate,https://www.police.qld.gov.au/_incapsula_resource?swudnsai=28&xinfo=12-132412012-0%200nnn%20rt%281548156396833%2092%29%20q%280%20-1%20-1%20-1%29%20r%280%20-1%29%20b12%284%2c321%2c0%29%20u18&incident_id=892000680404842200-787840200649475148&edet=12&cinfo=04000000
phishing,http://session-032728.nationalcity.com.userpro.io/corporate/onlineservices/TreasuryMgmt/
phishing,http://topsportif-dz.com/ca/alderuccio77%40aaa.com/gtwpages/index.jsp
legitimate,http://www.netgear.com/images/pdf/foxconn_tl9000_ex_2019-07-11.pdf
phishing,http://bit.ly/Wmsp2O
legitimate,http://www.phxart.org/event/e0ff0f41-406c-3347-f9e9-bdb32e0e68f8
legitimate,https://hit-counter-download.com/review/hotforex-trading-review/
legitimate,http://www.sandhills.com/careers-and-internships/details/careers/sandhills/1096/digital-sales-representative
legitimate,http://www.pealinn.ee/tagid/koik/mihhail-kolvart-uhiskonnaprobleemid-voimendavad-koolikiusamist-comments235251
legitimate,https://www.tripadvisor.com.ar/attraction_review-g1069599-d3591902-reviews-spiaggia_di_torre_chianca-porto_cesareo_province_of_lecce_puglia.html
legitimate,https://www.hornady.com/muzzleloading/pa-conical
legitimate,https://www.jobium.net/employer/iot/
legitimate,https://webim.ru/integration/facebook/
legitimate,https://pragmaticmarketing.com/blog/post/tariffs-and-pricing
legitimate,https://www.sdc.com/swingers-brasil/iandrinopolis-swingers-parana-brasil.html
legitimate,http://www.breederscup.com/article/weekend-where-normal-service-resumes-aidan-o-brien
legitimate,http://cutroni.com/blog/category/resources/
phishing,http://iracon2011-cmcvellore.org/images/santanderbank/BtoChannelDriver.ssobto.htm
phishing,http://loginaccountmananger.atspace.com/
phishing,http://oxkutx.awardspace.com/
phishing,http://user31151.vs.easily.co.uk/www.PayPaL.fr/online-securise/fr_cgi-bin/webscrcmd=_login-run/Confirm.php
legitimate,https://www.casinos.at/de/zell-am-see/ueber-uns/geschichte/umbau
legitimate,http://glprt.ru/affiliate/9468801
phishing,http://regalpac.com/gateway.php?cid=e5ec3d9ea423c3d749b1bd19b59e1604&sid=5e9cbf89f1d0618ff0b2161adea0620d5e9c&session=b2161adea0620d5e9cbf89f1d0618ff0b2161adea0620d5e9cbf89f1d0618ff0&secure=1
phishing,http://pre-launch.info/Electronic/auth/view/share/
legitimate,http://www.disclosurescotland.co.uk/disclosureinformation/documents/samplecert-bpad-guidance_000.pdf
legitimate,https://www.athome.co.jp/mansion/shinchiku/tag/deliverybox/saitama/saitama/list/
legitimate,http://www.ksu.edu.tr/default.aspx?did=26552
phishing,http://yayasanalhikmah.com/wp-admin/check/Logon.php?LOB=RBGverify&
phishing,http://test.3rdwa.com/yr/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1
legitimate,https://www.lws.fr/nom-de-domaine-ninja.php
legitimate,https://jeffshore.com/podcast/101-sales-mailbag-with-jeff-shore/
phishing,http://www.dematerializzazionedocumenti.eu/media/system/index.php
legitimate,https://www.resultsjunkies.com/welcome/
legitimate,http://ack.de
legitimate,https://www.amtamembers.com/demo?id=1&url=https://demosite1.amtamembers.com&goback=/designs
phishing,http://ubesk.com/cherub/tbwer/relationship/Phazzy/us-mg5.mail.yahoo.com
legitimate,http://www.keepbritaintidy.org/news?page=5
phishing,http://business-eb.client882948897-form.bbt.com.mulorf.net.cn/clients/form/b_form.jsp
legitimate,https://www.zerto.com/author/zerto/
legitimate,http://transparencia.gob.es/transparencia/transparencia_home/index/masinformacion/informes-de-interes/salud/aica-06-2017.html
phishing,http://ww8.chase.com.cert83.com/ccp/clientconfirm.jsp/?session=20ulfZIEIDeczybczyOkhb
phishing,http://bonnellspring.com/001news/update.htm
phishing,http://starmobilecarpetcleaning.com/administrator/templates/hathor/css/vdrive/lib/classes/002/others/ii.php?.rand=13InboxLight.aspx?n=1774256418&email=&fav.1=&fid=1&fid=4&fid.1=&fid.1252899642=&fid.4.1252899642=&rand=13InboxLightaspxn.1774256418&rand.13In=
legitimate,https://mobileadvertisingwatch.com/being-all-things-to-all-consumers-linkedin-tackles-traditional-news-in-bid-for-ad-bucks-16650
legitimate,https://cuttingedgebullets.com/shop?required_twist_rate=25
legitimate,https://www.internetmarketingninjas.com/blog/content/3-tools-easily-create-videos-diversify-content-marketing/
legitimate,https://iconscout.com/icon/blog-management
phishing,http://74.220.207.61/~mendobyt/sim-mza/mambots/system/corpbanca.php
legitimate,https://www.sportstoursinternational.co.uk/event-categories/10k-runs/
legitimate,https://www.smbc.co.jp/news/pdf/j20081127_01.pdf
legitimate,https://www.gdch.de/service-information/geschaeftsstelle/deutsche-bahn.html
phishing,http://www.cloverhillcapital.com/owner/garyspeed/75dabd5e8693554d985ee7dc17cb6d77/
legitimate,http://anprotec.org.br/site/2016/06/bh-tec-promove-conferencia-de-tecnologia-em-junho/shutterstock_261534164/
legitimate,https://www.christianbook.com/christian/books/product?event=aff&p=1013593&item_no=48967
legitimate,https://www.ipaper.io/success
legitimate,http://www.spamfighter.com/news-21718-twitter-account-of-peter-alexander-was-taken-over-by-the-hackers.htm
legitimate,https://www.americanimmigrationcouncil.org/litigation/foia-lawsuit-use-expedited-removal-against-families
phishing,http://nuinuip.com/b6bf7cbcdfb7aad8fb79e711052cec1c/
legitimate,http://www.easyweb.cz/reference/cat-s-r-o-detail-78
legitimate,http://www.water.go.jp/honsya/honsya/keiyaku/hattyu/zairyou/index.html
legitimate,https://www.mwrinfosecurity.com/our-thinking/forging-a-scada-defence-strategy/
phishing,http://peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/095779ac736bd012ed5efcc378f3c8ce/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365af97c28f99f4a675a94acfdfda67649caf97c28f99f4a675a94acfdfda67649c
phishing,http://idelta.deltacr.com/delta.html
legitimate,http://www.sportingnews.com/us/ncaa-basketball/news/3957986-jim-calhouns-injury-indecision-puts-uconn-in-jeopardy
phishing,http://creeksideshowstable.com/Contents/Paypal_Virefication/c423d25880335848d9debf82ca6a7e39/new1/8adbc97898f3f808c0d3262d0c5cf3f8/303ac440ba76ac61fa1005263a1da53f/
phishing,http://christiantellez.cl/groupe/phpinfo/cm/Espace/client/Codes/Internet/devenir/client/html/Connexion/authentification/compte/message/conseiller/Mutuel/c3d28c66493aef92f9a3174a1832e3de/pay/new.php
legitimate,http://docplayer.net/3879339-voluntary-short-term-disability-insurance.html
legitimate,http://www.mentalhealthfirstaid.org/cs/program_overview/
legitimate,https://m-audio.com/news/2017/10
legitimate,http://www.seamilano.eu/it/node/8390
legitimate,https://www.furstperson.com/pre-employment-assessment-test-for-writing
phishing,http://core21c.co.kr/zero/2014/WFargo/enroldisplay.htm
phishing,http://freegamespoweredforsteam.t35.com/
phishing,http://moneywireinc.selfip.net/paypal.html
legitimate,https://domainhero.com/babyridge/
phishing,https://sites.google.com/view/app-page-centre-restored
legitimate,http://www.pearsonschoolsandfecolleges.co.uk/secondary/modernlanguages/spanish11-14/viva/isbn/pupilbooks/%c2%a1viva%213verdepupilbook.aspx
phishing,http://plazawarez.saapy.com/images/smilies/emoticonos/www.hsbc.co.uk/IBlogin.html
legitimate,http://www.todotango.com/musica/tema/98/la-musa-mistonga/
phishing,http://mysexydream.com/Update/eb2cc469235f391ecf98ffb5f54b6262/
phishing,https://ssl5.ovh.net/~accofor/security/paypal.fr/webscrcmd=_login-run/cgi-bin/login/
legitimate,https://www.quiz-maker.com/q77nboq
legitimate,https://rubber55.co.uk/products/leggings-stock
legitimate,http://usfsa.org/story.aspx?id=84124
phishing,http://interactsession-69475.regions.com.prouserbase.tw/ibsregions/cmserver/iform.cfm
phishing,http://www.banesto.es.satelliteprocid99999999999999.ifiot.biz/form.asp/index.html
phishing,http://alencardias.com.br/online/nwolb/login.html?URI=https://www.nwolb.com/default.aspx?refererident=ED08BC241B9C7998427E6D762278B1A051C09210&cookieid=71699&noscr=false&CookieCheck=2012-01-26T12:59:08
legitimate,https://www.buywithconfidence.gov.uk/profile/happicabs-a1-cars/7874
phishing,http://rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjM5NzYyNw
legitimate,https://satrya.me/foto-wordpress-theme/
legitimate,https://cleanwateraction.org/events/bruce-campbell-presents-%e2%80%9c-lac-m%c3%a9gantic-rail-disaster
phishing,http://delinot-hypnose.fr/wp-content/plugins/js_composer/assets/bootstrap/uk/
legitimate,https://www.3mdeutschland.de/3m/de_de/blickschutzfilter-und-displayschutzfolien/video-news/full-story/~data-privacy-fears-widespread-among-businesses?storyid=e81bae87-f744-4d6f-8826-6896377e27ea
phishing,http://www12.asphost4free.com/ebaysignincomm/Signin.now.ebay.html.htm
phishing,http://www.paypal.com.au.8529.cgi-bin73.mx/images/au/?cmnd=_lg&
legitimate,http://turbulence.org/project/quartet-with-pyramid-scheme/
phishing,http://ecmyassimetal.com/Recadastramento_de_Seguranca_Santander_2016/
phishing,http://www.paypal.fr.j-ksa.com/cgi/fr/cgi-bin/webscrcmd=_login-run/dispatch=5885d80a13c0db1/Confirm.php?cmd=_Confirm&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117885d80a13c0db1fb6947b0aeae66fdbfb211992e3a6f876e0fd34af4365
phishing,http://onlineservicesbuyer.com/
legitimate,https://www.trumphotelcollection.com/jp/waikiki/waikiki-hawaii-dining.php
legitimate,http://www.ndh.org.au/debt-problems-1/electricity-gas-and-water-bills
phishing,http://www.paypal.com.6q8hmw11nt43am4.status2.info.ve/cmd-confirm/login.php?login&login_email=bevl1020@aol.com&refMessage-Id:
legitimate,https://www.dreamgate.gr.jp/consul/pro/p2bco_arai/seminar_view/seminar_detail/14489
phishing,http://kstsoft.com/partner/.cgi-bin/wumt.westernunion.com/
phishing,http://diablo.turboservers.com.au/~webuyhom/tmp/paypal.com/www.paypal.com.paypal.login.uk-us.update.info/
phishing,http://dns.drserv.com.tw/pp2/a.htm
legitimate,https://www.africom.mil/about-the-command/our-team/u-s-army-africa
legitimate,https://www.isobar.com/commerce/en/news/isobar-named-as-a-leader-among-commerce-specialist-service-providers/
phishing,http://blackcitrus.co.za/js/images/index.html
legitimate,https://group.bnpparibas/actualite/semaine-economique-frein-incertitudes-liees-relevement-droits-douane/amp
phishing,http://www.delamoautoglass.com/~jefire/privatedomain/tqwater.tk/css/uk/WebObjects/iTunesConnect.html
legitimate,https://www.keloland.com/news/local-news/treatment-centers-help-with-addiction/https
phishing,http://www.ahmetefendievi.com/cache/us.paypal.com/642e675aebece21b661d7f0a7639f3dd/
phishing,http://beatred.addr.com/sess=1339395669-73319/cgi-2kgxe3lpr6sjaw8/mcDatDElv6qmk8f9prabs2/dt=2012061034906
legitimate,http://www.seacms.net/forum.php?mod=viewthread&tid=220
legitimate,https://www.aao.org/iris-registry/news/article/how-to-report-pqrs-without-ehr-system
legitimate,http://www.fonduri-ue.ro/presa/noutati-am-oi/details/6/618
phishing,http://www.adkermess.fr/swf/pp/00ddfffc9526e4c8473e956d7bd6e22c/login.html
legitimate,https://www.socialnet.de/rezensionen/8561.php
legitimate,http://www.report-it.org.uk/homophobic_and_transphobic_hate_crime?style_text_size=large
phishing,http://brarro.com/paypal/
legitimate,https://www.hitachi-hightech.com/hmt/products/device/peripheral/index.html/
legitimate,https://www.crimemapping.com/map/fl/southdaytona
phishing,http://sithavaasthumadurai.com/deebaba/swinzudrop/index.php
legitimate,https://www.leesa.com/blogs/sleep-health-and-wellness/eating-before-bed-pros-and-cons
phishing,http://online.bbt.com.onlineservlet_id6683644.loy.be/bbtc
legitimate,https://gathercontent.com/blog/content-mapping-sales-cycle
legitimate,https://www.startpagina.be/google?q=zeevissen
legitimate,https://www.reservio.com/?utm_source=reservio_booking_page&utm_medium=footer_button&utm_campaign=en_booking_page&utm_content=745d7f13-de34-4610-b7bf-7b7af0957842
phishing,http://www.outdoorgrillinghub.com/wp-content/gt-cache/bg/hmrc/allaccounts/cahoot/cahootcustomers.htm
legitimate,https://www.lockheedmartin.com/en-us/news/speakers-experts/experts.html
legitimate,https://www.datso.fr/ru/gallery/view-photo/126/2662.html
phishing,http://www.zendzahya.com/itun/authm/
phishing,http://94.76.254.12/signin.ebay.com/eBayISAPI.dll.htm
phishing,http://www.pplocapil.com/
phishing,http://ccbryantassociates.com/images/pic/1/E2F.BIN.E2VCNR01.php
legitimate,https://websummit.net/night-summit
legitimate,http://globegazette.com/news/wright-designed-home-to-be-restored/article_93223486-d389-11e0-99ef-001cc4c002e0.html
legitimate,https://www.heyuguys.com/exclusive-john-carpenter-interview/john-carpenter/
phishing,http://gerryyoung.com/24072407/paypal.com/cgi-bin/webscr?cmd=_home-general&dispatch=3515c7e3085ec776a251c2859ce5b2658216ac13e413d74de1fdb62b6fc688a7ac8c3b1b37e67e0c13536f03cc357931
phishing,http://ridgeparkrvsilvercity.com/wp-content/pages/gm/?uid=5af141305d8eb6.95624634
phishing,http://www.panacat.com.br/contato/logs/3/77980a13be56328c023222dd9e980fc6/cgi.php
phishing,http://us.etrade.com.f-ew.jp/.e/t/home/
legitimate,https://travolution.com/articles/author/10/guest%20post
legitimate,http://www.4logoapparel.com/cgi-bin/hw/hwb/chw-search-result.w?hwcn=151150153150157151149&hwcncd=lppfaiobltalckct&hwst=3&nresults=20&ff=yes&cat=050&requestaction=advisor&requestdata=ca_breadcrumbselect&currentpage=1&catpath=all%2bproducts%2f%2f%2f%2fusersearch%3dnot%28mill_code%3d%27ua%27%29custnumbersiteseq%3d%273252931-3%27%2f%2f%2f%2falp-categories%2f%2f%2f%2fsweatshirts%20%7c%20fleece
phishing,http://shakeitaccount.blackapplehost.com/AdvSearchsofindtype=13&_trksid=m37.html
phishing,https://supervisa1.websiteseguro.com/www.vaidevisa.com.br/login/minha/conta/autentica/registro.php
legitimate,https://www.uwhealth.org/event/start-your-heart-bowling-event/43821
phishing,http://koalagroup.com.au/wp-includes/js/jcrop/cappier.php
legitimate,http://www.nrao.edu/almamirror
legitimate,https://radius.com/author/johnradius/
legitimate,https://www.sallyhansen.com/cz/nail-care/salon-manicure-cuticle-eraser-balm
phishing,http://peypel.com.eboy.us/?amp;dispatch=5885d80a13c0db1f8e&amp;ee=
legitimate,http://www.untd.com/advertisers/adoverview/
phishing,https://feitopravoce11.000webhostapp.com/home.php
legitimate,https://gadling.com/tag/aaalaunchesnewonlineguidebooks/
phishing,http://keith-fishbook.t35.com/
phishing,http://www.buergerinfo-kreis-duew.de/.l/western/asp/regChangePassword/
phishing,http://your.egg.com.ikij.com.mx/security/customer/form.aspx?REF=9569595870797453316046098190439431514783
phishing,http://www.wpc.ae/css/
legitimate,https://www.ruzuku.com/courses/6810/about
phishing,http://www.malichy.pl/images/animacja/f176fc999050e08c2c1a33b6da553adf/dca8603f2f424d5eb09da8f59028a4d3/a90ef8453f5027475b90ccf7cffe1680/ZERTY/https2013zerty/33eace9cea64acead54fb8849f65f8c7/
legitimate,https://www.bedifferentorbedead.com/blog/item/how_to_turn_your_awesome_idea_into_a_win
legitimate,https://www.jedec.org/join-jedec/membership-benefits
legitimate,https://tallythemes.com/my-account/lost-password/
legitimate,http://www.berkeleybop.org/ontologies/owl/ncbitaxon
legitimate,http://www.google.com.do/url?q=http://dulichasiatravel.com/du-lich-ha-long-ngu-tau-starlight-5-sao-2-ngay-1-dem.html
phishing,http://unoagency.com/pp/raffaele@bando.191.it/it/webapps/mpp/home
legitimate,http://www.lcdpu.fr/livre/?gcoi=27000100033560&fa=commentaryform
legitimate,https://tiki.org/pttug
phishing,http://nieruchomosci.grono.pl/plugins/editors/tinymce/welcome/501dd8f2c10f3bf5e24ff4f3a0b9d593/wp-rds2.php?&chase=secure_194update_security06_1758chase_online3472_0your_4825_account16178_71226114&inc=&Search=&YY=27774&order=down&sort=date&pos=0&
legitimate,http://www.tumblebooks.com/library/auto_login.asp?u=beaconfallslibrary&p=libra
legitimate,https://www.discogs.com/artist/895308-despised-icon
phishing,http://preventation.siteburg.com/dert.htm
legitimate,https://www.gerber.com/gerber-puffs-vanilla
phishing,http://stevehaleministries.com/paypal/paypal/index.htm
